drug name,PDOD score
52_6,-0.20152946404259145
52_10,-0.17973663839693274
52_11,-0.16506237882673827
52_3,-0.12118604287764959
52_5,-0.1969295303480266
52_4,-0.199008579024682
52_1,-0.2194117283480303
52_2,-0.20018805210617985
52_12,-0.13535869326537858
52_13,-0.1677092767210164
52_7,-0.17152297682112688
52_0,-0.1947555835241267
51_2,-0.16200761070756414
52_14,-0.2504831436630432
51_3,-0.21648119652629982
51_1,-0.13542736361495142
51_5,-0.14852507792575076
51_6,-0.15069318664335138
52_9,-0.19704036943617043
51_12,-0.13230764717568225
51_0,-0.17900936126973033
51_7,-0.16357232842570912
51_14,-0.1987602337650392
53_1,-0.1386491707731477
51_8,-0.1836084274304699
53_0,-0.20554519202672175
51_9,-0.1523996601640643
51_4,-0.2037139375145715
53_6,-0.2278374666087066
51_13,-0.1985607855376813
53_4,-0.15822190768612085
49_15,-0.19520825901819322
51_11,-0.15947879777755278
51_10,-0.20896479933084847
49_0,-0.20517668420097138
49_12,-0.20231124163217223
53_2,-0.1715177799272925
53_3,-0.22390214801347394
51_16,-0.18410463552197015
49_2,-0.22773750122128436
49_3,-0.23413404330256374
51_15,-0.16937658772096104
52_15,-0.14002209030513105
53_7,-0.13125048296112132
49_1,-0.1953459207551964
52_16,-0.15495021520117153
53_5,-0.20072035958865084
51_17,-0.17000237542321864
52_19,-0.22590222497099138
53_11,-0.12522333573896588
53_8,-0.19724368845131937
49_18,-0.19381380628972686
49_8,-0.22267957653328832
53_10,-0.16792521707523597
53_9,-0.11609751993632471
53_12,-0.17537832790719726
52_18,-0.26364964688179116
52_17,-0.24629596980609278
53_14,-0.13019446202370716
53_15,-0.07793274442046477
49_4,-0.25058800537741865
49_14,-0.15643804305082484
51_18,-0.17371863292312914
49_16,-0.1628272288762885
51_19,-0.20235833088183994
49_19,-0.1757906670254095
49_7,-0.20008019395749263
49_10,-0.1644668324813462
49_13,-0.21238258574735533
53_17,-0.10476692065078258
53_18,-0.24660198189249025
53_19,-0.17244099028118304
49_5,-0.17446534353904464
49_6,-0.24958021009585066
53_16,-0.16995182813995624
49_17,-0.23282359189094362
49_9,-0.17452928273578353
54_0,-0.13903684216576048
54_4,-0.10059225236229286
53_13,-0.11386513608286576
54_6,-0.17320093707257786
54_2,-0.14268179811221054
54_16,-0.13456118961295357
54_15,-0.11665837160233987
54_5,-0.07635161323222094
49_11,-0.24581106341747144
54_1,-0.11297770908350986
54_11,-0.11257651617014201
54_14,-0.09243933614611567
54_8,-0.08857020738723329
54_10,-0.1320483528564927
54_3,-0.0943421735575973
54_7,-0.10836133162417934
54_13,-0.16391690450981172
54_18,-0.10929013303944686
55_11,-0.11257651617014201
54_9,-0.1094383406712611
54_19,-0.178449600916731
55_2,-0.14268179811221054
54_12,-0.14712079582498896
54_17,-0.2004520446556389
55_10,-0.1320483528564927
55_4,-0.10059225236229286
55_6,-0.17320093707257786
55_15,-0.11665837160233987
55_0,-0.13903684216576048
55_1,-0.11297770908350986
55_8,-0.08857020738723329
55_18,-0.10929013303944686
55_13,-0.16391690450981172
55_14,-0.09243933614611567
55_17,-0.2004520446556389
55_12,-0.14712079582498896
55_5,-0.07635161323222094
55_7,-0.10836133162417934
55_3,-0.0943421735575973
55_9,-0.1094383406712611
55_16,-0.13456118961295357
55_19,-0.178449600916731
56_8,-0.08037566564163048
58_1,0.011394879634757714
56_5,-0.055788225944063796
58_5,-0.13165150981976104
58_6,-0.207373014287982
58_4,-0.11291283096731465
56_14,-0.06728890055997325
58_2,-0.13456526618453982
58_0,-0.16286949123069558
56_12,-0.10339932587813952
56_0,-0.1405843395073553
56_9,-0.1522578878873916
58_7,-0.10591422962111613
58_9,-0.165724600182568
56_1,-0.13283251171648539
56_11,-0.12166304926835896
56_6,-0.13255775599994649
58_8,-0.20436933010382938
58_3,-0.15911460981134515
56_2,-0.09763811546864778
58_10,-0.1989645156866342
56_7,-0.0895123554138439
58_11,-0.04257439807638311
56_3,-0.09508205908148926
58_12,-0.18081185563312446
58_13,-0.1669543587912063
58_15,-0.18982076183726618
56_18,-0.09805488726457777
56_4,-0.05492276068509055
56_10,-0.10937676724291769
58_16,-0.22948473988339155
56_16,-0.12090454449813418
58_18,-0.10593779804806555
59_0,-0.26832247534578313
58_17,-0.1923853939304935
58_14,-0.1916144153107251
58_19,-0.15836968746935087
59_6,-0.1852193895023361
59_1,-0.20015310742104633
56_13,-0.14186428120738345
59_4,-0.0957062584769545
59_7,-0.34212298860844176
59_5,-0.28549278862958466
59_3,-0.3230139724724497
59_8,-0.2204189033150589
56_19,-0.14959455273011069
59_2,-0.19701175210832794
59_9,-0.18746851651645224
59_10,-0.11020701166745035
59_16,-0.19303667332056826
59_11,-0.10942599991105882
56_17,-0.08977394035907967
59_12,-0.2158609454893479
59_15,-0.17972731719642213
59_13,-0.15030451611747506
59_14,-0.08175194399888729
56_15,-0.14750935313522648
59_17,-0.07847326719276582
59_18,-0.2382517601511841
59_19,-0.2864221338945962
61_2,-0.21992833344272658
61_5,-0.273123407162936
61_7,-0.33008200208155986
61_6,-0.1835896626129718
61_0,-0.24391747761357033
61_3,-0.3165560222288713
61_8,-0.2061982987974673
61_9,-0.23506451230724887
61_1,-0.21973440357324614
61_10,-0.15838303850483437
61_4,-0.11574745589915174
61_13,-0.1654728265631737
61_11,-0.09476566598131267
61_12,-0.1700260179316867
61_16,-0.18554811562533957
57_11,-0.16877218210803968
57_1,-0.19575304639854718
61_15,-0.19306803739414974
57_8,-0.15482885545023853
61_14,-0.0656934422705767
60_2,-0.13621247744420292
60_7,-0.202365735283533
57_17,-0.12092872809775025
60_1,-0.2574148365950057
57_5,-0.129048039960264
61_18,-0.24560272000856917
62_0,-0.272024975587913
61_19,-0.2628235450447964
61_17,-0.11250704729812698
57_10,-0.14640393325845907
60_8,-0.1606217634255756
62_2,-0.2564469094280435
57_19,-0.1638950127255807
62_4,-0.09785970279273848
62_3,-0.1964804401136703
62_1,-0.19452250581609562
60_16,-0.19606377846373071
62_6,-0.11161734061694095
57_2,-0.132321832811663
62_5,-0.07509308355890647
60_0,-0.16680580315178653
60_3,-0.1784277044424054
62_8,-0.19305553597558928
62_7,-0.105874216472701
60_6,-0.1723082421036391
60_5,-0.196713633892746
60_13,-0.1797514343524387
57_12,-0.17506599339453294
60_11,-0.18843471767023637
57_9,-0.12667147275779217
60_4,-0.19581963442383268
62_10,-0.25701940055079325
60_14,-0.19539118784389345
60_17,-0.22026830969221897
57_7,-0.12096558415395038
62_17,-0.07961694966517929
60_10,-0.1843777678246204
62_14,-0.21427987994138592
60_12,-0.14794873237047546
57_3,-0.20068854925328622
57_13,-0.18481259335280056
62_12,-0.3461828939014884
57_15,-0.187919980923463
60_15,-0.13592929001626575
62_16,-0.13033825842142904
60_18,-0.16598989086747612
60_9,-0.15687686150124114
62_9,-0.2649447180485563
57_16,-0.1317461906199534
62_11,-0.17205685611116955
57_6,-0.17841781660473013
57_0,-0.13145313852469498
62_19,-0.2150555501252221
57_4,-0.20564202970459217
62_18,-0.16015960765220552
62_13,-0.25169884574452916
62_15,-0.058217222168824495
63_3,-0.21548144776605754
60_19,-0.1826979245662059
63_5,-0.21937622559274214
63_4,-0.2803817226990466
63_6,-0.196879504403062
63_14,-0.009084147978368158
63_13,-0.2214146919272728
57_18,-0.18076368044092392
64_0,-0.09934215986055851
63_11,-0.20009099208970232
63_19,-0.17091482495336124
63_9,-0.03930864768234958
63_0,-0.29602562339731914
63_2,-0.1543528181161433
64_2,-0.09935292117966031
64_5,-0.0056049418750202026
64_6,-0.05228277909912462
64_1,-0.09309720880574289
63_15,-0.09113643943951029
63_16,-0.31008921004489626
63_7,-0.12216848299128402
64_8,-0.07744795582401295
63_10,-0.13385426872970582
63_1,-0.22294540639655583
63_12,-0.10674107902691672
64_9,-0.14220279229049224
63_18,-0.15293452455336087
63_8,-0.13556227257334097
64_11,-0.12183883113066293
64_15,-0.04029764034768984
64_12,-0.14026166177615568
64_4,-0.2119408941533379
64_3,-0.06351667949397972
57_14,-0.18313338141899496
64_7,-0.10057589657309665
64_13,-0.062457143581974066
64_18,-0.01768981997793063
64_10,-0.06265656744631014
63_17,-0.162136621446406
64_17,-0.08105773396663211
64_14,-0.07952643183179452
64_19,-0.14782086242018033
65_1,-0.2955085132715714
65_3,-0.34945659722624245
65_0,-0.2990822846302888
65_5,-0.0478687322421582
64_16,-0.14609390605174752
65_9,-0.2717489860469834
65_6,-0.11530762854837534
65_2,-0.2409837340069886
65_7,-0.1492544340865171
65_12,-0.30465192048155565
65_10,-0.35135634150941564
65_11,-0.25404960127411486
65_15,-0.29816463771777957
65_4,-0.19599295215447937
65_8,-0.20857697189999344
65_13,-0.30932062883015565
65_18,-0.16871157764146877
65_16,-0.0757952583323409
65_14,-0.255274110069834
66_8,-0.06952736456151416
66_5,-0.11461636700014587
65_19,-0.16423786569743892
65_17,-0.11183573381988679
66_9,-0.0945899472713685
66_3,-0.0682241389218238
66_2,-0.09870033987701927
66_1,-0.13645456446709986
66_6,-0.11188413714111078
66_11,-0.05131914050438628
66_7,-0.0808079385693459
66_19,-0.15903472949357553
66_16,-0.10653628771588133
66_12,-0.11099579785124387
66_17,-0.10966324314602764
66_18,-0.10011081160692334
66_0,-0.06801916648750171
66_15,-0.1320785556550045
66_4,-0.11461469022617207
66_13,-0.1198397306653273
66_14,-0.1384282488375271
66_10,-0.1792940908595923
67_7,-0.07345339769943063
67_3,-0.10883457324662384
67_0,-0.07320091112273056
67_11,-0.05103580863753443
67_18,-0.10064341219959988
67_1,-0.1002679481883135
67_5,-0.08140385470749993
67_9,-0.07025040507651174
67_15,-0.11378277393043756
67_8,-0.12600403362326953
67_12,-0.05026809440946249
67_10,-0.0904490011076549
67_19,-0.1398241723653799
67_2,-0.12828799148125872
69_0,-0.10666533278804095
69_1,-0.10090651938524016
67_4,-0.13091693432678064
69_8,-0.0761744880055187
69_9,-0.1446396576109276
69_10,-0.049147316446983384
69_5,-0.13380830387019788
67_6,-0.10858683170072993
69_4,-0.11748308969821297
67_16,-0.08325277936429154
69_6,-0.060306210829709474
67_13,-0.13048024466803299
67_14,-0.13043337689701465
69_3,-0.08840460988157423
69_11,-0.0614611998789876
69_2,-0.1928929458374117
67_17,-0.03883763778369814
69_7,-0.12307427442528554
69_14,-0.09063547492055289
69_13,-0.034091285813415556
69_12,-0.0825995399281261
69_15,-0.08218485813906572
69_16,-0.14212819735469265
70_2,-0.06524958670405383
70_3,-0.08883384044053873
69_19,-0.09680604998855287
70_9,-0.08879768367877863
70_1,-0.1826641096989811
69_18,-0.1336516560652375
70_12,-0.07867255719199806
70_0,-0.07007600243598008
70_4,-0.12222697153554604
70_6,-0.13465255676848473
70_7,-0.11416796296574308
70_8,-0.08649321648817027
70_16,-0.1458540263048105
70_10,-0.14053796311798858
70_5,-0.0833539923823883
69_17,-0.08022813432709534
68_1,-0.19219221481785562
70_13,-0.12325058108854553
68_0,-0.13802568671454968
70_18,-0.08141447949640623
70_14,-0.09979230281587549
70_11,-0.05674846661188986
68_4,-0.1387340489567897
70_19,-0.10887440093097936
68_6,-0.07055163179312454
68_19,-0.09717633014348093
68_8,-0.11792031070900873
68_10,-0.154569396569205
70_15,-0.17627629671713926
71_9,-0.1144815500363984
68_3,-0.13763131221657307
68_13,-0.16874805749945726
70_17,-0.08943439449003028
71_7,-0.13892086177199423
71_2,-0.13161209642416502
71_10,-0.1239083141592935
71_0,-0.0730078188305606
68_12,-0.1815148168184013
71_6,-0.1198503436986523
71_3,-0.10466189608359852
68_7,-0.1595208606262324
68_2,-0.09069464917204255
68_14,-0.17412510083286958
68_5,-0.13539921199943655
71_1,-0.09529092215308341
68_17,-0.17468342419095936
71_8,-0.11633027233172745
71_4,-0.12586797648415066
72_10,-0.04146938346917413
71_18,-0.09240775008205888
68_16,-0.17540801323604796
68_15,-0.12113745833437857
71_17,-0.07762376675549479
71_5,-0.18656444565148567
68_11,-0.16440934605792223
68_18,-0.10237814634620046
68_9,-0.14958696202113356
71_11,-0.19782211906058633
71_15,-0.13588235299502222
71_13,-0.08875008120262178
72_7,-0.02897871212235499
71_12,-0.12840276318459268
72_0,-0.12074602235464817
72_2,-0.13436223384173906
72_15,-0.08492028150310345
72_5,-0.13729688830793924
71_14,-0.1498248922733652
71_16,-0.07623107415344625
72_6,-0.05963996133550792
72_8,-0.10053665401849515
72_3,-0.07278151896677075
72_1,-0.1189487663183671
72_9,-0.07133066541652686
71_19,-0.13157552585109117
72_17,-0.12076794341147896
72_4,-0.015470996708095486
72_12,-0.10534627569125049
72_19,-0.10814729409728896
72_11,-0.07932649018212984
72_18,-0.07524136470033278
72_13,-0.09591440996030222
72_16,-0.0818829017251522
72_14,-0.11945095718452887
74_2,-0.33762131200138573
74_0,-0.24074652396477947
74_5,-0.1402468779150034
74_1,-0.20250840635729142
74_8,-0.20548857929833225
74_10,-0.04941578567452025
74_9,-0.17698282916295632
74_3,-0.09252395658054248
74_4,-0.2760810381480424
74_12,-0.162208700303513
74_7,-0.22165208273235987
74_11,-0.1846937599869052
74_6,-0.3473710962339087
74_14,-0.17026448628472082
74_13,-0.15200232035478808
74_18,-0.32177217034027605
74_16,-0.1237799136850419
74_15,-0.23663932615384645
74_19,-0.1396875026644855
74_17,-0.2909848872420091
76_0,-0.2582690953339818
76_4,-0.2066927483220605
76_2,-0.23921664650706492
76_3,-0.35282561492534215
76_9,-0.2732634351743129
76_1,-0.27451035334203344
76_6,-0.09590467262873169
76_8,-0.21263608896609423
76_10,-0.36968553018556205
76_5,-0.041706388663510174
76_7,-0.1426383701558168
76_11,-0.26678969405513736
76_12,-0.2858869842168202
76_13,-0.30685836655326687
76_14,-0.2845803711933732
75_2,-0.16535477369467688
75_3,-0.21316197722472982
75_1,-0.24445904877934918
75_4,-0.12281652318932301
75_6,-0.18061113922307276
77_0,-0.2582690953339818
76_15,-0.29018478538652415
76_16,-0.07776933615513014
77_4,-0.2066927483220605
75_15,-0.16758172508731037
75_11,-0.20399397519812887
76_19,-0.15706609511116074
75_7,-0.1473968301291956
76_18,-0.12384688890235977
75_5,-0.20964117276064864
77_3,-0.35282561492534215
75_0,-0.1734474373014535
75_9,-0.17008839365899017
76_17,-0.0976448004564113
75_13,-0.18954556049235705
75_10,-0.16279121272805538
77_1,-0.27451035334203344
77_2,-0.23921664650706492
77_6,-0.09590467262873169
75_12,-0.20376412427635213
75_8,-0.13524969441017012
75_16,-0.09852481100798122
77_5,-0.041706388663510174
77_9,-0.2732634351743129
77_8,-0.21263608896609423
75_14,-0.15871131808127634
77_7,-0.1426383701558168
75_19,-0.24856613923553553
77_12,-0.2858869842168202
75_17,-0.18832953069188044
77_10,-0.36968553018556205
77_11,-0.26678969405513736
77_18,-0.12384688890235977
77_15,-0.29018478538652415
77_13,-0.30685836655326687
77_14,-0.2845803711933732
75_18,-0.141083241072304
77_16,-0.07776933615513014
77_17,-0.0976448004564113
77_19,-0.15706609511116074
78_11,-0.21256014896647968
78_1,-0.14486104324875734
78_12,-0.218177408916674
78_14,-0.2914546034829543
78_5,-0.20560367164726417
78_0,-0.17480269647798852
78_13,-0.20118765499287666
78_16,-0.205467021805169
78_3,-0.30692307213048753
78_8,-0.2334532324613112
78_6,-0.25072385396981967
78_2,-0.17844729220510605
78_7,-0.244515107288246
78_19,-0.2004692782402104
78_4,-0.1471003398401849
78_9,-0.30083786881987096
78_10,-0.21215152885959263
78_18,-0.22193113000701964
78_17,-0.17270110484431517
78_15,-0.20014793626964733
80_0,-0.13574141240724236
80_3,-0.17543129472673402
80_5,-0.310184690023528
80_1,-0.31185099039696007
80_2,-0.2629855770597722
80_9,0.007543930075854177
80_4,-0.1782334720635314
80_6,-0.2851177033611068
80_8,-0.27754542677296634
80_7,-0.20551584962495126
80_10,-0.22506140535935634
80_13,-0.0796174030142603
80_12,-0.2694425721406958
80_11,-0.1148554683666951
80_14,-0.21520876787058038
80_18,-0.32986460761633607
80_15,-0.23155274250333005
80_17,-0.3130559284668072
80_19,-0.18005762680184006
80_16,-0.09481046727744455
73_10,-0.14261959910649696
73_8,-0.1828678187927323
73_3,-0.2112423305530747
73_12,-0.22408858169890286
73_9,-0.23528042678199504
73_7,-0.22824306737451008
73_15,-0.16490628161730825
73_13,-0.2027357691467902
73_1,-0.17599854895700134
73_2,-0.20613093939101207
73_6,-0.15973605349885955
73_16,-0.20115523055581017
73_19,-0.15756009526244785
73_5,-0.186980224036063
73_4,-0.2187176079359433
73_0,-0.17050065231064315
73_14,-0.16935652673004978
73_18,-0.2376765242787294
73_17,-0.19760156986253422
81_0,-0.13063132981635242
81_5,-0.08539990088115205
81_3,-0.12252418971187722
73_11,-0.1793730431448544
81_4,-0.11982977917492296
81_1,-0.10868108435936416
81_6,-0.04993303647274512
81_8,-0.06239446587044581
81_10,-0.1574492191479933
81_2,-0.11778256535895834
81_7,-0.1123401527910676
81_9,-0.17419044712611018
81_17,-0.07673443255231414
81_12,-0.03567669196702832
81_16,-0.17391410001292876
81_15,-0.12325580187339436
81_11,-0.10267105764905735
81_14,-0.0910257126677687
81_18,-0.08153306209697453
81_19,-0.10018934500556802
83_0,-0.08037503114455181
82_5,-0.11404894494695851
81_13,-0.11589324561514051
82_2,-0.17942745281227737
83_1,-0.18219193952358695
82_14,-0.11901911455592236
82_3,-0.16677947378874097
82_0,-0.1580086971015293
82_6,-0.11277917122476784
82_9,-0.15043630152093523
82_4,-0.12591085234666963
82_1,-0.13344374808062345
83_3,-0.07194743387576433
82_8,-0.10741400639905352
83_5,-0.16373633767913445
82_11,-0.18669445465424764
82_12,-0.1440890215167407
83_7,-0.1743671023490881
83_2,-0.22331528436188827
82_13,-0.1726528767522214
83_4,-0.08284047199330968
83_6,-0.18202525496459804
82_10,-0.05136133776153427
82_17,-0.15303228236352448
83_8,-0.1853989706065592
83_11,-0.05769084061208429
82_18,-0.14819012353239458
83_12,-0.12173688247391069
82_7,-0.17321065618476955
82_16,-0.13144038668397393
83_10,-0.18144590666193489
83_9,-0.14092162164589642
83_14,-0.11598851792572996
83_13,-0.1956319466345493
82_15,-0.1411568992067864
82_19,-0.10500956107938633
83_15,-0.1956885825145677
83_18,-0.06240300736954668
83_19,-0.134848016517254
83_16,-0.10227798785883901
85_2,-0.17934040269270415
85_0,-0.3583379496315033
85_1,-0.10794820845557336
83_17,-0.14189480038518898
85_3,-0.041778414841352925
85_7,-0.304544452653925
85_5,-0.2428146706343639
85_4,-0.007461553187824408
85_9,-0.24302609098363434
85_6,-0.20087696966090432
85_8,-0.21421269503408802
85_10,-0.3542998124810293
85_11,-0.2121962622737577
85_12,-0.25786175018540086
85_16,-0.21310580602483237
85_13,-0.06143043119439705
85_15,-0.03586861245603227
85_17,-0.33303971339444444
85_14,-0.20714042238573518
85_19,-0.203886516418415
85_18,-0.0725594467874245
79_3,-0.1239282346630464
79_10,-0.11010580944054038
79_7,-0.1402296688232667
79_8,-0.13351745351332717
79_0,-0.140040128507716
79_5,-0.1455747584067966
79_4,-0.14250645386226093
79_2,-0.1556906444813873
84_5,-0.11278992858666217
84_3,-0.12605276825070635
79_9,-0.11260083990620075
84_1,-0.10922094656307417
79_12,-0.1736278322470527
79_1,-0.1590448539006385
84_19,-0.09003711126260174
84_4,-0.11303410405315063
84_12,-0.11621915692052547
84_15,-0.09790355524373927
87_0,-0.19581470415482227
84_2,-0.10486111480932253
84_8,-0.17165322122231538
84_11,-0.11606604376446156
79_11,-0.15502062288552518
84_18,-0.1446900717386603
79_16,-0.17392887109497063
87_2,-0.3685710839482313
79_15,-0.1615787304378649
79_13,-0.12669213689418188
87_3,-0.04755424209970748
84_7,-0.11387850690709761
84_16,-0.11701494018592387
87_1,-0.24364556079278057
84_14,-0.07118733761521591
84_6,-0.15151878505180416
79_6,-0.17015135180664204
87_5,-0.16863974687830918
87_4,-0.25735470143738276
87_7,-0.22675702195895506
84_10,-0.11329744299301335
84_13,-0.149668700223376
79_18,-0.13249604576055907
87_9,-0.1981263044129967
79_14,-0.16245565814304194
87_10,-0.0674484458875265
87_11,-0.20205040984314057
87_12,-0.1739314924141563
79_19,-0.1273790530884115
87_8,-0.23604666119447076
87_6,-0.3482876926722096
87_15,-0.22548913782140984
84_9,-0.08661755391446536
87_13,-0.12387729428282272
84_17,-0.10435487843064853
87_16,-0.1251471804406942
84_0,-0.12362296056904078
79_17,-0.14542667715755114
87_14,-0.18606809079227168
87_19,-0.1528750221549547
87_17,-0.26716806092622075
87_18,-0.2650425862171061
89_1,-0.11579275904924453
89_6,-0.12174594851951893
89_0,-0.13313504684334063
89_2,-0.0302741138797842
89_8,-0.12545498007369993
89_10,-0.1459704509478887
89_4,-0.14106638009907996
89_5,-0.1421576222796546
89_9,-0.10875632385215031
89_11,-0.0919992705795329
89_13,-0.09691940863620617
89_7,-0.13092190943400597
89_12,-0.12735689190523233
89_14,-0.1820426257672529
89_3,-0.16122617415769422
89_16,-0.08386287284577679
89_15,-0.07955993385084224
89_17,-0.08067730633483265
88_5,-0.12082895770819914
88_8,-0.15804803463890021
89_19,-0.1008557398936188
88_7,-0.12396714696605968
88_11,-0.1284181786350058
88_1,-0.1440367093143468
88_6,-0.12681576158441624
88_16,-0.14994312634083795
88_4,-0.07448782083593912
89_18,-0.12141986488191389
88_14,-0.19228066968219606
88_0,-0.14763818834351225
88_3,-0.14207742147379335
88_2,-0.17491169253331307
88_9,-0.06218405895585598
88_18,-0.12937214411889988
88_12,-0.1536554279294147
88_19,-0.11896482958364878
88_15,-0.15083947809670387
88_10,-0.16984026356706244
88_13,-0.16471950804190935
88_17,-0.2336141277516804
90_0,-0.23171976802529878
90_1,-0.21876882814820714
90_8,-0.21890700515262698
90_3,-0.16809545565433656
90_2,-0.26370683658676086
90_6,-0.20777895407005645
90_4,-0.20495716682975557
86_2,-0.11133355650413164
90_7,-0.1716169201775381
90_5,-0.25802789350904437
86_0,-0.1570843245609242
90_10,-0.14925669916870513
90_12,-0.22368732423964993
90_11,-0.2179629915169044
90_13,-0.1774563699400782
90_14,-0.18230440737539308
90_18,-0.24968409939602118
90_9,-0.17680475219051742
90_19,-0.1415331042296329
90_16,-0.15205560827221778
86_13,-0.1345297628352223
90_17,-0.20896564401247472
90_15,-0.19211789963279088
86_12,-0.15734593627679747
86_10,-0.127499885847694
86_11,-0.12519570186058274
92_3,-0.07695389741870982
86_4,-0.15675428329116187
92_0,-0.06471224163941076
86_15,-0.10884914824237052
86_17,-0.12166120276256934
86_3,-0.089728016024478
86_14,-0.12528130715525948
86_7,-0.11327940724516626
92_5,-0.15470729806810202
91_3,-0.17916124305877792
86_6,-0.10961034290653018
86_1,-0.14329167727378353
92_2,-0.19876688377951604
92_11,-0.13983587958766822
92_4,-0.15948478006045333
93_0,-0.059037774994299165
91_10,-0.136333247175619
86_5,-0.15194454062354143
91_9,-0.123184892967244
92_9,-0.10448786693213212
92_6,-0.16591325143426341
91_2,-0.13814699589273924
91_13,-0.111200974007825
91_0,-0.11704329981339462
92_13,-0.13432053582639913
92_8,-0.19147536087225134
93_6,-0.024477564709165556
91_7,-0.11428867940278317
91_6,-0.13308704151859033
93_1,-0.16187568354673096
92_10,-0.10494928768953811
92_1,-0.13140598068384596
92_15,-0.16081075654742288
93_5,0.0020928814393437094
91_11,-0.11980387790082642
92_7,-0.14071903783723405
93_4,-0.15299841437390174
86_8,-0.1434227677129084
93_3,-0.07649895186715731
91_8,-0.13012724735171344
93_2,-0.2176577619668704
93_14,-0.11982542893804594
91_12,-0.074081372824955
91_1,-0.1440096049981843
93_8,-0.06371772431087966
93_10,-0.09911917364568813
93_7,-0.06926144968887112
93_9,-0.04263266958418739
86_9,-0.12609445950253756
93_12,-0.11045819656219642
86_19,-0.13492243143906546
92_18,-0.08764329900035428
93_18,-0.07787130324241587
93_16,-0.010131825199402013
91_15,-0.16007020153737747
92_17,-0.14036341299666916
93_11,-0.06537091484980194
93_19,-0.1141178744587218
92_16,-0.05164954663194478
92_14,-0.18215814917507367
91_4,-0.08998607293258166
92_12,-0.1229904442877331
93_15,-0.06198936082681074
93_17,-0.1104958148545563
93_13,-0.10351167548699748
94_1,-0.3388917230723863
86_18,-0.12757410611458278
91_5,-0.08028532639429342
92_19,-0.16008290682541065
94_5,-0.3188007296194129
94_3,-0.17496895484599082
94_2,-0.27235673119478465
91_14,-0.1654151137544734
94_8,-0.29923318764212115
94_10,-0.22174694663478434
94_0,-0.15427513493894623
94_7,-0.22943047315182843
94_9,0.021714392185036888
94_4,-0.18360622087541026
91_16,-0.10468556591325881
94_6,-0.33671556584135137
86_16,-0.13756139184821692
94_14,-0.20838804173611217
94_13,-0.07857560932086538
94_12,-0.24706899510016045
95_1,-0.14519907581855523
95_11,-0.09330567852361088
94_15,-0.23567129119888047
95_2,-0.201371996585826
91_17,-0.14439619154876543
95_6,-0.11232354037832382
95_4,-0.17781615333019327
95_10,-0.04854808789081734
94_17,-0.30478905584146887
95_8,-0.061445291044766925
95_7,-0.12997369738923856
94_18,-0.3239695762212211
95_3,-0.18313437092328594
95_12,-0.0833620098063967
95_5,-0.061302383439838834
94_11,-0.11566354371375487
95_0,-0.1427260070047058
95_9,-0.1980572496542247
95_15,-0.16019875853836996
95_19,-0.04260990649754025
94_16,-0.0931424485946683
95_14,-0.2359830180318233
94_19,-0.15261520867279446
91_19,-0.1383996765700849
95_13,-0.24453692782505526
95_16,-0.16910861616339448
95_18,-0.19404929882881383
95_17,-0.1155492310285003
91_18,-0.12186215709945772
96_2,-0.3700303951810431
96_3,-0.05884766088857228
96_7,-0.23754250311255215
96_6,-0.3514898895691744
96_5,-0.15517074505441497
96_4,-0.2991084143517957
96_1,-0.21841348347536815
96_10,-0.04734949328581888
96_0,-0.2490442853258939
96_11,-0.19286532258122008
96_15,-0.22523759278010533
96_14,-0.19522098761701412
96_8,-0.20216480438767834
96_19,-0.10798038910450555
96_13,-0.1332156791761976
96_17,-0.2690454966320434
96_12,-0.1294265763358175
96_9,-0.18472189548425172
96_16,-0.13156483386607573
96_18,-0.2693929403697199
97_3,-0.24579048990835567
97_2,-0.16752487945248695
97_11,-0.18784731796336887
97_7,-0.12770129513292
97_0,-0.3143710061520105
97_1,-0.23142381547044572
97_19,-0.23206473122055218
97_8,-0.20730230715406592
97_5,-0.24075371602944806
97_6,-0.2614431920832867
97_16,-0.2172698708881284
97_10,-0.33211710050032606
97_15,-0.19777828963443161
97_14,-0.2292382704061757
97_12,-0.21537409516143846
97_18,-0.25239403549040645
97_13,-0.19479093759620006
97_4,-0.2091282898536294
97_17,-0.16086983440720937
97_9,-0.2150121098496853
98_4,-0.22678560794534752
98_7,-0.19375726807818375
98_19,-0.246100386448449
98_0,-0.18927281807699972
98_5,-0.13017022418706353
100_0,-0.12074618642183339
98_10,-0.21718869206682237
100_8,-0.15727900491343053
98_1,-0.19997691781240984
98_3,-0.1656915208076947
98_6,-0.24787280747089127
98_11,-0.19808306486836677
100_14,-0.06180394657596239
98_17,-0.20649149108285306
98_9,-0.24070940972698898
100_5,-0.07444766953859133
98_18,-0.23453986711489722
100_7,-0.09644246705487136
100_12,-0.13799785013665547
100_10,-0.16682384028516284
100_3,-0.10031684314096229
98_2,-0.1760343389174595
98_12,-0.22856271885028726
98_15,-0.20441783974139188
98_8,-0.23200348364852116
100_1,-0.10381381981275775
100_13,-0.07385539827972185
98_13,-0.16349482086765685
100_2,-0.11250938673909447
100_6,-0.15839249996853821
98_16,-0.1693412799023342
98_14,-0.22080372668265005
100_11,-0.0927288433855739
100_4,-0.14004665929157623
100_9,-0.1561800723756035
102_4,-0.11981001010102839
102_5,-0.12192185651487125
100_15,-0.11176301593801709
102_0,-0.11293991153173406
102_6,-0.19812407667617135
102_2,-0.09219515339660982
102_1,-0.14355417546278976
102_3,-0.19883711799945844
